AccountID,AccNumber,CardNumber,AccountGroupID,AccountGroupName,Title,FirstName,LastName,Status,OtherName_1,OtherName_2,Street_1,Street_2,Street_3,City,State,Country,PCode,PhoneHome,PhoneWork,Fax,Mobile,Email1st,Email2nd,PostalStreet_1,PostalStreet_2,PostalStreet_3,PostalCity,PostalState,PostalCountry,PostalPCode,Comment,DateJoined,DateNextRenewal,DateLastRenewal,DateExpiry,MembershipID,RenewalID,DateBirth,Gender,DoNotPost,DoNotEmail,DoNotSMS,DoNotPhone,ExportCode_1,ExportCode_2,CreditLimit,DiscountLimit,StopCredit,CashOnly,PointsEarnOK,PointsRedeemOK,PointsPercent,UseCALinkPnts,AccountType,AllowedVenueID,AllowedOperatorID,PriceNumber,PricingMode,PricingSortType,PricingPercent,DiscNumber,UseGroupSettings,StatemtComment,OrderNumReqd,CustomFlag_1,CustomFlag_2,CustomFlag_3,CustomFlag_4,CustomFlag_5,CustomFlag_6,CustomFlag_7,CustomFlag_8,CustomFlag_9,CustomFlag_10,CustomNum_1,CustomNum_2,CustomNum_3,CustomNum_4,CustomNum_5,CustomDate_1,CustomDate_2,CustomDate_3,CustomDate_4,CustomDate_5,CustomText_1,CustomText_2,CustomText_3,CustomText_4,CustomText_5,CustomText_6,CustomText_7,CustomText_8,CustomText_9,CustomText_10,CustomText_11,CustomText_12,CustomText_13,CustomText_14,CustomText_15,CustomText_16,CustomText_17,CustomText_18,CustomText_19,CustomText_20,Account Balance,GrossTurnover,NettTurnover,PointsEarned,PointsRedeemed,Joining Fees Paid,Renewals Paid,Count of Visits,DateLastTrans
,,,,,,James,Black,Active,,,,,,,,,,,,,,jblack2z@smh.com.au,,,,,,,,,,,,,,,,Jun 15 1929 11:48AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Walter,Morales,Active,,,,,,,,,,,,,,wmorales8v@newyorker.com,,,,,,,,,,,,,,,,Aug  8 1944  2:08PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Linda,Cole,Active,,,,,,,,,,,,,,lcoled@bandcamp.com,,,,,,,,,,,,,,,,Sep 13 1960 11:57PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Lisa,Sims,Active,,,,,,,,,,,,,,lsims4n@cmu.edu,,,,,,,,,,,,,,,,Jun 27 1991  7:07AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Eugene,Johnston,Active,,,,,,,,,,,,,,ejohnston5p@archive.org,,,,,,,,,,,,,,,,Aug  5 1918 11:04PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Pamela,Castillo,Active,,,,,,,,,,,,,,pcastilloa6@youtube.com,,,,,,,,,,,,,,,,Feb 20 1954  3:05AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Alice,Porter,Active,,,,,,,,,,,,,,aporterfa@wordpress.com,,,,,,,,,,,,,,,,Mar 11 1942  5:51AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Henry,Diaz,Active,,,,,,,,,,,,,,hdiaz6@irs.gov,,,,,,,,,,,,,,,,Nov  4 1932 10:02PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Linda,Diaz,Active,,,,,,,,,,,,,,ldiaz6l@hhs.gov,,,,,,,,,,,,,,,,Dec  9 1911 11:25AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jesse,Butler,Active,,,,,,,,,,,,,,jbutlerbt@ycombinator.com,,,,,,,,,,,,,,,,Jan 27 1948  1:10PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Ernest,Castillo,Active,,,,,,,,,,,,,,ecastillo6i@flickr.com,,,,,,,,,,,,,,,,Dec 27 1937  5:30PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Martin,Lopez,Active,,,,,,,,,,,,,,mlopezh1@narod.ru,,,,,,,,,,,,,,,,Nov  1 1983  2:02PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Lillian,Green,Active,,,,,,,,,,,,,,lgreen9a@telegraph.co.uk,,,,,,,,,,,,,,,,Jul 16 1961 12:56PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jeffrey,Lawrence,Active,,,,,,,,,,,,,,jlawrencegm@npr.org,,,,,,,,,,,,,,,,Aug  8 1985 11:26PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Kelly,Perkins,Active,,,,,,,,,,,,,,kperkins5a@edublogs.org,,,,,,,,,,,,,,,,Jul 11 1946  1:35AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Albert,Vasquez,Active,,,,,,,,,,,,,,avasquez8b@linkedin.com,,,,,,,,,,,,,,,,Apr  3 1936 11:32PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Cheryl,Peters,Active,,,,,,,,,,,,,,cpetersz@hhs.gov,,,,,,,,,,,,,,,,Dec 22 1910 10:42AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Philip,Moreno,Active,,,,,,,,,,,,,,pmorenojl@flickr.com,,,,,,,,,,,,,,,,Jan 27 1940  6:48AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Aaron,Arnold,Active,,,,,,,,,,,,,,aarnold75@scribd.com,,,,,,,,,,,,,,,,Feb 24 1932  4:47PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Bobby,Schmidt,Active,,,,,,,,,,,,,,bschmidtcd@yolasite.com,,,,,,,,,,,,,,,,Jul  9 1980  3:56PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Sara,Burke,Active,,,,,,,,,,,,,,sburkekd@hhs.gov,,,,,,,,,,,,,,,,Feb  5 1938 11:39AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Bobby,Stanley,Active,,,,,,,,,,,,,,bstanleyci@networksolutions.com,,,,,,,,,,,,,,,,Mar  1 1917  9:22AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Sarah,Campbell,Active,,,,,,,,,,,,,,scampbell5c@csmonitor.com,,,,,,,,,,,,,,,,Jan 11 1986  7:52AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jacqueline,Hicks,Active,,,,,,,,,,,,,,jhicksc6@ow.ly,,,,,,,,,,,,,,,,Mar  5 1993  6:53PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Pamela,Bradley,Active,,,,,,,,,,,,,,pbradley3t@jiathis.com,,,,,,,,,,,,,,,,Feb  5 1921 12:56AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Louis,Parker,Active,,,,,,,,,,,,,,lparkeriq@joomla.org,,,,,,,,,,,,,,,,Dec  1 1972 12:20PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Andrea,Banks,Active,,,,,,,,,,,,,,abanks2g@accuweather.com,,,,,,,,,,,,,,,,Jul 27 1920  5:45AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Eugene,James,Active,,,,,,,,,,,,,,ejames9d@a8.net,,,,,,,,,,,,,,,,Jun 23 1913  5:30AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Lisa,Wells,Active,,,,,,,,,,,,,,lwells3r@mail.ru,,,,,,,,,,,,,,,,Dec 18 1924  8:38PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Karen,Rodriguez,Active,,,,,,,,,,,,,,krodriguezdf@dailymail.co.uk,,,,,,,,,,,,,,,,May 27 1968  6:09AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Stephen,Hart,Active,,,,,,,,,,,,,,shart36@delicious.com,,,,,,,,,,,,,,,,Sep 24 1952  6:37PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Ruby,Rice,Active,,,,,,,,,,,,,,rrice9u@wikimedia.org,,,,,,,,,,,,,,,,Nov 26 1966 11:52PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,William,Rogers,Active,,,,,,,,,,,,,,wrogersbf@xing.com,,,,,,,,,,,,,,,,Mar 27 1992  2:20AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Cynthia,Perry,Active,,,,,,,,,,,,,,cperryil@blogs.com,,,,,,,,,,,,,,,,Oct  1 1967  9:50AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Patricia,Crawford,Active,,,,,,,,,,,,,,pcrawfordik@discovery.com,,,,,,,,,,,,,,,,Dec  1 1963  8:46PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Todd,Reid,Active,,,,,,,,,,,,,,treidd8@wp.com,,,,,,,,,,,,,,,,Apr 28 1942  5:39PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Katherine,Rose,Active,,,,,,,,,,,,,,krosefe@jalbum.net,,,,,,,,,,,,,,,,Oct 15 1979 11:15PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Stephanie,Howard,Active,,,,,,,,,,,,,,showardkj@shop-pro.jp,,,,,,,,,,,,,,,,Jun  4 1932  9:04AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Margaret,Brown,Active,,,,,,,,,,,,,,mbrownel@washington.edu,,,,,,,,,,,,,,,,Apr  2 1995  1:53AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Kathy,Rice,Active,,,,,,,,,,,,,,krice2k@addtoany.com,,,,,,,,,,,,,,,,Feb 19 1925  3:24AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Louise,Gordon,Active,,,,,,,,,,,,,,lgordonr@blinklist.com,,,,,,,,,,,,,,,,Dec  2 1964 10:37AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Betty,Morgan,Active,,,,,,,,,,,,,,bmorgangi@histats.com,,,,,,,,,,,,,,,,Nov 27 1960 11:41PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Ernest,Nelson,Active,,,,,,,,,,,,,,enelson9s@hostgator.com,,,,,,,,,,,,,,,,Jan 18 1989 10:21PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jennifer,Tucker,Active,,,,,,,,,,,,,,jtuckerh2@diigo.com,,,,,,,,,,,,,,,,Dec 28 1941  3:29AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Brenda,Peterson,Active,,,,,,,,,,,,,,bpeterson53@jugem.jp,,,,,,,,,,,,,,,,Nov  1 1937  2:21AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Richard,Thompson,Active,,,,,,,,,,,,,,rthompsonka@artisteer.com,,,,,,,,,,,,,,,,Feb 15 1924  3:40AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Michael,Simpson,Active,,,,,,,,,,,,,,msimpsona9@cnn.com,,,,,,,,,,,,,,,,Sep 26 1914  4:28PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Eric,Hernandez,Active,,,,,,,,,,,,,,ehernandezi1@360.cn,,,,,,,,,,,,,,,,Aug 20 1966  6:39AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Karen,Bell,Active,,,,,,,,,,,,,,kbell2a@geocities.com,,,,,,,,,,,,,,,,Apr  7 1944 12:09AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Laura,Elliott,Active,,,,,,,,,,,,,,lelliottip@ebay.com,,,,,,,,,,,,,,,,Jun  2 1944 12:21PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jonathan,Grant,Active,,,,,,,,,,,,,,jgrantkp@amazon.co.jp,,,,,,,,,,,,,,,,Sep 28 1911  6:52AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,David,Turner,Active,,,,,,,,,,,,,,dturnercx@live.com,,,,,,,,,,,,,,,,Aug  3 1924  1:56PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Beverly,Lawson,Active,,,,,,,,,,,,,,blawsona3@wsj.com,,,,,,,,,,,,,,,,Oct 11 1934  2:34AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Stephen,Chavez,Active,,,,,,,,,,,,,,schavezej@usnews.com,,,,,,,,,,,,,,,,May 22 1935  7:14AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Janet,Woods,Active,,,,,,,,,,,,,,jwoodsa7@archive.org,,,,,,,,,,,,,,,,Sep 13 1952 11:45AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Samuel,Bennett,Active,,,,,,,,,,,,,,sbennett8e@gizmodo.com,,,,,,,,,,,,,,,,Feb 23 1914 11:12AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jacqueline,Hernandez,Active,,,,,,,,,,,,,,jhernandeze0@illinois.edu,,,,,,,,,,,,,,,,Mar 14 1988  2:02AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Carol,Smith,Active,,,,,,,,,,,,,,csmithl7@marriott.com,,,,,,,,,,,,,,,,May 21 1911  6:17PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Ashley,Parker,Active,,,,,,,,,,,,,,aparkercp@tuttocitta.it,,,,,,,,,,,,,,,,Aug 20 1954 11:03PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Frank,Coleman,Active,,,,,,,,,,,,,,fcolemancs@g.co,,,,,,,,,,,,,,,,Aug 28 1966 10:45PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Steven,Reyes,Active,,,,,,,,,,,,,,sreyese3@tuttocitta.it,,,,,,,,,,,,,,,,Oct 24 1978 12:05AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diana,Nichols,Active,,,,,,,,,,,,,,dnicholsh3@ask.com,,,,,,,,,,,,,,,,Feb 16 1937  2:58PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jeremy,Alvarez,Active,,,,,,,,,,,,,,jalvareziv@amazon.co.uk,,,,,,,,,,,,,,,,Feb 15 1976  6:45PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Daniel,Jenkins,Active,,,,,,,,,,,,,,djenkinsix@nifty.com,,,,,,,,,,,,,,,,Dec 16 1914 12:24AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Keith,Green,Active,,,,,,,,,,,,,,kgreen1q@go.com,,,,,,,,,,,,,,,,Nov 16 1972  1:19AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Sara,Gibson,Active,,,,,,,,,,,,,,sgibsonbw@godaddy.com,,,,,,,,,,,,,,,,Sep 11 1989  6:57PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Timothy,Murphy,Active,,,,,,,,,,,,,,tmurphy95@google.cn,,,,,,,,,,,,,,,,Feb 23 1971  2:01PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Shawn,Welch,Active,,,,,,,,,,,,,,swelchhl@github.com,,,,,,,,,,,,,,,,Nov 17 1972 11:43PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Gregory,Graham,Active,,,,,,,,,,,,,,ggrahamaq@un.org,,,,,,,,,,,,,,,,Dec 13 1916  2:42PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Edward,Austin,Active,,,,,,,,,,,,,,eaustin28@sbwire.com,,,,,,,,,,,,,,,,Sep 27 1986  6:16AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Ann,Turner,Active,,,,,,,,,,,,,,aturnerdn@hexun.com,,,,,,,,,,,,,,,,Nov 12 1963 10:57AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Roy,Adams,Active,,,,,,,,,,,,,,radamsch@xrea.com,,,,,,,,,,,,,,,,Jun  7 1948  3:34AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Steve,Wilson,Active,,,,,,,,,,,,,,swilsonb9@umn.edu,,,,,,,,,,,,,,,,Mar 15 1945  2:13AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Mark,Richardson,Active,,,,,,,,,,,,,,mrichardson8n@gnu.org,,,,,,,,,,,,,,,,Nov 29 1949  9:28AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Alice,Ortiz,Active,,,,,,,,,,,,,,aortiz4o@opera.com,,,,,,,,,,,,,,,,Feb 20 1976 11:51AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Stephen,Foster,Active,,,,,,,,,,,,,,sfoster9b@jalbum.net,,,,,,,,,,,,,,,,Dec 10 1950 10:24PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Louis,Gonzalez,Active,,,,,,,,,,,,,,lgonzalezau@surveymonkey.com,,,,,,,,,,,,,,,,Aug 16 1964  3:01PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Ronald,Banks,Active,,,,,,,,,,,,,,rbanks3d@csmonitor.com,,,,,,,,,,,,,,,,Jul 17 1950 12:09PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Bonnie,Woods,Active,,,,,,,,,,,,,,bwoods18@themeforest.net,,,,,,,,,,,,,,,,Jan 21 1989  4:10PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Tammy,Hamilton,Active,,,,,,,,,,,,,,thamiltonhy@utexas.edu,,,,,,,,,,,,,,,,Oct 11 1986 12:40AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Catherine,Hanson,Active,,,,,,,,,,,,,,chansond9@flickr.com,,,,,,,,,,,,,,,,Dec 28 1945  8:11AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Christine,Hayes,Active,,,,,,,,,,,,,,chayes9k@techcrunch.com,,,,,,,,,,,,,,,,Feb 11 1985  7:20PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2014 6:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
